ano,semestre,pp,aprov,reprov,nao_comp,total,p_aprov,p_reprov,p_naocomp,cod_municipio
2014,2,N,11,2,1,14,78.5714285714286,14.2857142857143,7.14285714285714,5209903
2014,2,NA,0,0,0,0,-1,-1,-1,5209937
2014,2,NA,0,0,0,0,-1,-1,-1,5209952
2014,2,S,23,0,0,23,100,0,0,5210000
2014,2,S,17,0,14,31,54.8387096774194,0,45.1612903225806,5210109
2014,2,NA,0,0,0,0,-1,-1,-1,5210158
2014,2,S,18,1,0,19,94.7368421052632,5.26315789473684,0,5210208
2014,2,N,5,0,1,6,83.3333333333333,0,16.6666666666667,5210307
2014,2,S,35,6,3,44,79.5454545454545,13.6363636363636,6.81818181818182,5210406
2014,2,NA,0,0,0,0,-1,-1,-1,5210562
2014,2,S,7,0,2,9,77.7777777777778,0,22.2222222222222,5210604
2014,2,N,17,0,0,17,100,0,0,5210802
2014,2,S,9,0,0,9,100,0,0,5210901
2014,2,S,16,1,0,17,94.1176470588235,5.88235294117647,0,5211008
2014,2,N,24,1,0,25,96,4,0,5211206
2014,2,NA,0,0,0,0,-1,-1,-1,5211305
2014,2,S,12,0,0,12,100,0,0,5211404
2014,2,N,38,0,5,43,88.3720930232558,0,11.6279069767442,5211503
2014,2,N,13,2,2,17,76.4705882352941,11.7647058823529,11.7647058823529,5211602
2014,2,S,13,0,1,14,92.8571428571429,0,7.14285714285714,5211701
2014,2,S,36,4,6,46,78.2608695652174,8.69565217391304,13.0434782608696,5211800
2014,2,S,77,1,0,78,98.7179487179487,1.28205128205128,0,5211909
2014,2,NA,0,0,0,0,-1,-1,-1,5212006
2014,2,NA,0,0,0,0,-1,-1,-1,5212055
2014,2,S,11,0,1,12,91.6666666666667,0,8.33333333333333,5212105
2014,2,S,32,2,0,34,94.1176470588235,5.88235294117647,0,5212204
2014,2,NA,0,0,0,0,-1,-1,-1,5212253
2014,2,S,6,2,5,13,46.1538461538462,15.3846153846154,38.4615384615385,5212303
2014,2,N,29,12,12,53,54.7169811320755,22.6415094339623,22.6415094339623,5212501
2014,2,NA,0,0,0,0,-1,-1,-1,5212600
2014,2,NA,0,0,0,0,-1,-1,-1,5212709
2014,2,N,12,0,1,13,92.3076923076923,0,7.69230769230769,5212808
2014,2,NA,0,0,0,0,-1,-1,-1,5212907
2014,2,NA,0,0,0,0,-1,-1,-1,5212956
2014,2,N,14,0,1,15,93.3333333333333,0,6.66666666666667,5213004
2014,2,NA,0,0,0,0,-1,-1,-1,5213053
2014,2,S,54,0,1,55,98.1818181818182,0,1.81818181818182,5213087
2014,2,S,38,0,0,38,100,0,0,5213103
2014,2,N,0,0,1,1,0,0,100,5213400
2014,2,NA,0,0,0,0,-1,-1,-1,5213509
2014,2,S,26,2,1,29,89.6551724137931,6.89655172413793,3.44827586206897,5213707
2014,2,S,26,0,1,27,96.2962962962963,0,3.7037037037037,5213756
2014,2,NA,0,0,0,0,-1,-1,-1,5213772
2014,2,N,33,0,1,34,97.0588235294118,0,2.94117647058824,5213806
2014,2,NA,0,0,0,0,-1,-1,-1,5213855
2014,2,S,8,0,0,8,100,0,0,5213905
2014,2,S,20,2,5,27,74.0740740740741,7.40740740740741,18.5185185185185,5214002
2014,2,NA,0,0,0,0,-1,-1,-1,5214051
2014,2,NA,0,0,0,0,-1,-1,-1,5214101
2014,2,S,7,1,0,8,87.5,12.5,0,5214408
2014,2,N,16,0,0,16,100,0,0,5214507
2014,2,N,1,1,115,117,0.854700854700855,0.854700854700855,98.2905982905983,5214606
2014,2,NA,0,0,0,0,-1,-1,-1,5214705
2014,2,NA,0,0,0,0,-1,-1,-1,5214804
2014,2,S,11,2,7,20,55,10,35,5214838
2014,2,NA,0,0,0,0,-1,-1,-1,5214861
2014,2,NA,0,0,0,0,-1,-1,-1,5214879
2014,2,NA,0,0,0,0,-1,-1,-1,5214903
2014,2,NA,0,0,0,0,-1,-1,-1,5215009
2014,2,NA,0,0,0,0,-1,-1,-1,5215207
2014,2,S,60,1,10,71,84.5070422535211,1.40845070422535,14.0845070422535,5215231
2014,2,NA,0,0,0,0,-1,-1,-1,5215256
2014,2,S,24,0,13,37,64.8648648648649,0,35.1351351351351,5215306
2014,2,NA,0,0,0,0,-1,-1,-1,5215405
2014,2,NA,0,0,0,0,-1,-1,-1,5215504
2014,2,N,27,3,5,35,77.1428571428571,8.57142857142857,14.2857142857143,5215603
2014,2,NA,0,0,0,0,-1,-1,-1,5215652
2014,2,N,36,2,0,38,94.7368421052632,5.26315789473684,0,5215702
2014,2,NA,0,0,0,0,-1,-1,-1,5215801
2014,2,NA,0,0,0,0,-1,-1,-1,5215900
2014,2,N,10,0,0,10,100,0,0,5216007
2014,2,N,11,4,3,18,61.1111111111111,22.2222222222222,16.6666666666667,5216304
