cod_municipio,ano,semestre,pp,aprov,reprov,nao_comp,total,p_aprov,p_reprov,p_naocomp
522005,2017,2,S,2,0,1,3,0.6666666667,0,0.3333333333
522010,2017,2,S,15,6,0,21,0.7142857143,0.2857142857,0
522015,2017,2,N,1,0,9,10,0.1,0,0.9
522020,2017,2,N,42,0,0,42,1,0,0
522026,2017,2,S,17,0,0,17,1,0,0
522028,2017,2,S,6,2,0,8,0.75,0.25,0
522040,2017,2,N,13,0,0,13,1,0,0
522045,2017,2,N,38,3,3,44,0.8636363636,0.0681818182,0.0681818182
522050,2017,2,N,1,8,5,14,0.0714285714,0.5714285714,0.3571428571
522060,2017,2,S,22,11,1,34,0.6470588235,0.3235294118,0.0294117647
522068,2017,2,NA,0,0,0,0,-1,-1,-1
522070,2017,2,N,5,0,1,6,0.8333333333,0,0.1666666667
522100,2017,2,S,5,0,0,5,1,0,0
522108,2017,2,N,0,1,0,1,0,1,0
522119,2017,2,S,1,2,3,6,0.1666666667,0.3333333333,0.5
522130,2017,2,N,8,0,0,8,1,0,0
522140,2017,2,S,9,5,0,14,0.6428571429,0.3571428571,0
522145,2017,2,N,10,1,0,11,0.9090909091,0.0909090909,0
522150,2017,2,N,14,0,0,14,1,0,0
522155,2017,2,S,8,0,1,9,0.8888888889,0,0.1111111111
522157,2017,2,S,15,0,1,16,0.9375,0,0.0625
522160,2017,2,N,19,1,0,20,0.95,0.05,0
522170,2017,2,S,11,3,0,14,0.7857142857,0.2142857143,0
522180,2017,2,S,11,3,0,14,0.7857142857,0.2142857143,0
522185,2017,2,N,23,17,12,52,0.4423076923,0.3269230769,0.2307692308
522190,2017,2,S,10,0,0,10,1,0,0
522200,2017,2,S,33,0,0,33,1,0,0
522205,2017,2,NA,0,0,0,0,-1,-1,-1
522220,2017,2,N,4,1,1,6,0.6666666667,0.1666666667,0.1666666667
522230,2017,2,S,22,1,1,24,0.9166666667,0.0416666667,0.0416666667
520005,2018,1,S,6,2,0,8,0.75,0.25,0
520010,2018,1,S,19,4,8,31,0.6129032258,0.1290322581,0.2580645161
520013,2018,1,N,9,0,5,14,0.6428571429,0,0.3571428571
520015,2018,1,N,5,0,0,5,1,0,0
520017,2018,1,S,14,0,2,16,875,0,125
520020,2018,1,S,7,0,2,9,0.7777777778,0,0.2222222222
520025,2018,1,S,1,34,3,38,0.0263157895,0.8947368421,0.0789473684
520030,2018,1,S,28,0,0,28,1,0,0
520050,2018,1,S,5,0,0,5,1,0,0
520055,2018,1,S,8,1,3,12,0.6666666667,0.0833333333,0.25
520060,2018,1,N,3,8,0,11,0.2727272727,0.7272727273,0
520080,2018,1,S,6,0,0,6,1,0,0
520082,2018,1,N,6,6,1,13,0.4615384615,0.4615384615,0.0769230769
520085,2018,1,N,5,3,0,8,625,375,0
520090,2018,1,S,3,4,2,9,0.3333333333,0.4444444444,0.2222222222
520110,2018,1,N,3,27,1,31,0.0967741935,0.8709677419,0.0322580645
520120,2018,1,N,1,0,0,1,1,0,0
520130,2018,1,N,25,0,0,25,1,0,0
520140,2018,1,N,2,5,2,9,0.2222222222,0.5555555556,0.2222222222
520145,2018,1,N,11,0,0,11,1,0,0
520150,2018,1,N,8,0,1,9,0.8888888889,0,0.1111111111
520160,2018,1,S,7,1,1,9,0.7777777778,0.1111111111,0.1111111111
520170,2018,1,N,5,0,0,5,1,0,0
520180,2018,1,S,10,0,3,13,0.7692307692,0,0.2307692308
520215,2018,1,S,10,0,3,13,0.7692307692,0,0.2307692308
520235,2018,1,N,3,3,2,8,375,375,0.25
520250,2018,1,S,0,9,1,10,0,0.9,0.1
520260,2018,1,S,11,0,0,11,1,0,0
520280,2018,1,S,4,1,2,7,0.5714285714,0.1428571429,0.2857142857
520310,2018,1,N,1,3,3,7,0.1428571429,0.4285714286,0.4285714286
520320,2018,1,S,21,2,1,24,875,0.0833333333,0.0416666667
520330,2018,1,S,37,12,2,51,0.7254901961,0.2352941176,0.0392156863
520340,2018,1,N,7,4,4,15,0.4666666667,0.2666666667,0.2666666667
520350,2018,1,S,12,7,0,19,0.6315789474,0.3684210526,0
520355,2018,1,S,0,4,1,5,0,0.8,0.2
520357,2018,1,N,10,0,3,13,0.7692307692,0,0.2307692308
520360,2018,1,S,3,0,3,6,0.5,0,0.5
520380,2018,1,S,4,0,3,7,0.5714285714,0,0.4285714286
520390,2018,1,S,2,10,0,12,0.1666666667,0.8333333333,0
520393,2018,1,S,5,2,0,7,0.7142857143,0.2857142857,0
520396,2018,1,S,6,0,0,6,1,0,0
520400,2018,1,S,8,0,0,8,1,0,0
520410,2018,1,S,19,0,0,19,1,0,0
520420,2018,1,S,7,0,0,7,1,0,0
520425,2018,1,S,1,15,2,18,0.0555555556,0.8333333333,0.1111111111
520430,2018,1,N,27,0,0,27,1,0,0
520440,2018,1,N,24,2,1,27,0.8888888889,0.0740740741,0.037037037
520450,2018,1,S,14,7,2,23,0.6086956522,0.3043478261,0.0869565217
520455,2018,1,N,4,2,2,8,0.5,0.25,0.25
520460,2018,1,S,10,1,0,11,0.9090909091,0.0909090909,0
520465,2018,1,S,12,0,0,12,1,0,0
520470,2018,1,S,5,8,2,15,0.3333333333,0.5333333333,0.1333333333
520480,2018,1,N,11,2,0,13,0.8461538462,0.1538461538,0
520485,2018,1,N,5,0,1,6,0.8333333333,0,0.1666666667
520490,2018,1,S,2,19,0,21,0.0952380952,0.9047619048,0
520495,2018,1,S,9,0,0,9,1,0,0
520500,2018,1,S,10,3,0,13,0.7692307692,0.2307692308,0
520505,2018,1,S,6,1,0,7,0.8571428571,0.1428571429,0
520510,2018,1,N,49,3,2,54,0.9074074074,0.0555555556,0.037037037
520520,2018,1,S,13,0,0,13,1,0,0
520530,2018,1,NA,0,0,0,0,-1,-1,-1
520540,2018,1,N,16,0,2,18,0.8888888889,0,0.1111111111
520545,2018,1,N,8,0,2,10,0.8,0,0.2
520547,2018,1,N,10,0,0,10,1,0,0
520549,2018,1,S,34,2,0,36,0.9444444444,0.0555555556,0
520551,2018,1,S,25,19,6,50,0.5,0.38,0.12
520552,2018,1,S,3,6,0,9,0.3333333333,0.6666666667,0
520570,2018,1,S,0,2,1,3,0,0.6666666667,0.3333333333
520580,2018,1,S,10,11,1,22,0.4545454545,0.5,0.0454545455
520590,2018,1,S,22,1,0,23,0.9565217391,0.0434782609,0
520620,2018,1,S,3,62,6,71,0.0422535211,0.8732394366,0.0845070423
520630,2018,1,S,6,0,1,7,0.8571428571,0,0.1428571429
520640,2018,1,S,38,2,4,44,0.8636363636,0.0454545455,0.0909090909
520650,2018,1,S,11,0,1,12,0.9166666667,0,0.0833333333
520660,2018,1,N,5,1,0,6,0.8333333333,0.1666666667,0
520670,2018,1,S,4,0,0,4,1,0,0
520680,2018,1,N,3,0,0,3,1,0,0
520690,2018,1,N,7,0,0,7,1,0,0
520710,2018,1,S,0,8,0,8,0,1,0
520725,2018,1,N,15,0,2,17,0.8823529412,0,0.1176470588
520735,2018,1,S,7,0,2,9,0.7777777778,0,0.2222222222
520740,2018,1,S,16,0,0,16,1,0,0
520750,2018,1,S,7,0,1,8,875,0,125
520753,2018,1,N,9,3,6,18,0.5,0.1666666667,0.3333333333
520760,2018,1,S,17,0,1,18,0.9444444444,0,0.0555555556
520780,2018,1,S,8,5,2,15,0.5333333333,0.3333333333,0.1333333333
520790,2018,1,S,0,2,17,19,0,0.1052631579,0.8947368421
520800,2018,1,S,83,4,0,87,0.9540229885,0.0459770115,0
520810,2018,1,N,6,1,2,9,0.6666666667,0.1111111111,0.2222222222
520815,2018,1,S,5,4,3,12,0.4166666667,0.3333333333,0.25
520830,2018,1,N,1,10,2,13,0.0769230769,0.7692307692,0.1538461538
520840,2018,1,S,5,0,1,6,0.8333333333,0,0.1666666667
520850,2018,1,N,10,0,0,10,1,0,0
520860,2018,1,S,41,0,1,42,0.9761904762,0,0.0238095238
520870,2018,1,S,35,0,0,35,1,0,0
520880,2018,1,S,20,1,0,21,0.9523809524,0.0476190476,0
520890,2018,1,N,8,2,13,23,0.347826087,0.0869565217,0.5652173913
520910,2018,1,N,25,7,4,36,0.6944444444,0.1944444444,0.1111111111
520915,2018,1,S,6,0,1,7,0.8571428571,0,0.1428571429
520920,2018,1,S,10,0,0,10,1,0,0
520929,2018,1,S,4,1,2,7,0.5714285714,0.1428571429,0.2857142857
520940,2018,1,S,9,3,0,12,0.75,0.25,0
520945,2018,1,S,12,0,0,12,1,0,0
520960,2018,1,N,9,3,0,12,0.75,0.25,0
520970,2018,1,N,4,13,7,24,0.1666666667,0.5416666667,0.2916666667
520980,2018,1,S,8,0,2,10,0.8,0,0.2
520990,2018,1,S,12,2,0,14,0.8571428571,0.1428571429,0
520993,2018,1,S,9,0,0,9,1,0,0
520995,2018,1,N,7,0,6,13,0.5384615385,0,0.4615384615
521000,2018,1,N,9,0,0,9,1,0,0
521010,2018,1,N,22,0,4,26,0.8461538462,0,0.1538461538
521015,2018,1,S,10,0,0,10,1,0,0
521020,2018,1,S,3,18,2,23,0.1304347826,0.7826086957,0.0869565217
521030,2018,1,S,2,3,0,5,0.4,0.6,0
521040,2018,1,S,36,2,0,38,0.9473684211,0.0526315789,0
521056,2018,1,S,7,0,0,7,1,0,0
521060,2018,1,N,5,2,0,7,0.7142857143,0.2857142857,0
521080,2018,1,N,18,0,1,19,0.9473684211,0,0.0526315789
521090,2018,1,S,9,1,2,12,0.75,0.0833333333,0.1666666667
521100,2018,1,S,15,1,0,16,0.9375,0.0625,0
521120,2018,1,N,27,0,0,27,1,0,0
521130,2018,1,N,15,0,4,19,0.7894736842,0,0.2105263158
521140,2018,1,S,10,0,0,10,1,0,0
521150,2018,1,N,15,4,19,38,0.3947368421,0.1052631579,0.5
521160,2018,1,S,0,12,3,15,0,0.8,0.2
521170,2018,1,N,15,0,2,17,0.8823529412,0,0.1176470588
521180,2018,1,N,37,9,4,50,0.74,0.18,0.08
521190,2018,1,S,75,2,11,88,0.8522727273,0.0227272727,125
521200,2018,1,S,6,0,1,7,0.8571428571,0,0.1428571429
521205,2018,1,N,4,1,2,7,0.5714285714,0.1428571429,0.2857142857
521210,2018,1,S,1,9,0,10,0.1,0.9,0
521220,2018,1,S,29,4,3,36,0.8055555556,0.1111111111,0.0833333333
521225,2018,1,N,5,0,0,5,1,0,0
521230,2018,1,N,9,0,5,14,0.6428571429,0,0.3571428571
521250,2018,1,S,0,70,0,70,0,1,0
521260,2018,1,S,8,0,0,8,1,0,0
521270,2018,1,S,7,3,0,10,0.7,0.3,0
521280,2018,1,N,12,6,1,19,0.6315789474,0.3157894737,0.0526315789
521290,2018,1,S,5,0,0,5,1,0,0
521295,2018,1,S,4,6,1,11,0.3636363636,0.5454545455,0.0909090909
521300,2018,1,S,9,2,3,14,0.6428571429,0.1428571429,0.2142857143
521305,2018,1,S,2,7,1,10,0.2,0.7,0.1
521308,2018,1,S,48,5,8,61,0.7868852459,0.0819672131,0.131147541
521310,2018,1,S,35,0,2,37,0.9459459459,0,0.0540540541
521340,2018,1,NA,0,0,0,0,-1,-1,-1
521350,2018,1,S,0,12,3,15,0,0.8,0.2
521370,2018,1,S,26,1,2,29,0.8965517241,0.0344827586,0.0689655172
521375,2018,1,S,27,4,3,34,0.7941176471,0.1176470588,0.0882352941
521377,2018,1,N,13,0,0,13,1,0,0
521380,2018,1,N,32,0,0,32,1,0,0
521385,2018,1,S,6,0,1,7,0.8571428571,0,0.1428571429
521390,2018,1,N,17,2,0,19,0.8947368421,0.1052631579,0
521400,2018,1,S,22,1,1,24,0.9166666667,0.0416666667,0.0416666667
521405,2018,1,S,11,4,4,19,0.5789473684,0.2105263158,0.2105263158
521410,2018,1,S,0,9,0,9,0,1,0
521440,2018,1,S,5,3,1,9,0.5555555556,0.3333333333,0.1111111111
521450,2018,1,S,0,9,0,9,0,1,0
521460,2018,1,NA,0,0,0,0,-1,-1,-1
521470,2018,1,S,8,0,0,8,1,0,0
521480,2018,1,N,4,0,0,4,1,0,0
521483,2018,1,S,19,2,3,24,0.7916666667,0.0833333333,125
521486,2018,1,N,13,2,0,15,0.8666666667,0.1333333333,0
521487,2018,1,S,1,3,3,7,0.1428571429,0.4285714286,0.4285714286
521490,2018,1,S,3,2,1,6,0.5,0.3333333333,0.1666666667
521500,2018,1,S,5,1,0,6,0.8333333333,0.1666666667,0
521520,2018,1,S,9,4,0,13,0.6923076923,0.3076923077,0
521523,2018,1,S,51,16,4,71,0.7183098592,0.2253521127,0.0563380282
521525,2018,1,S,11,0,0,11,1,0,0
521530,2018,1,S,31,1,4,36,0.8611111111,0.0277777778,0.1111111111
521540,2018,1,N,11,0,0,11,1,0,0
521550,2018,1,N,13,0,0,13,1,0,0
521560,2018,1,S,31,7,6,44,0.7045454545,0.1590909091,0.1363636364
521565,2018,1,N,28,0,14,42,0.6666666667,0,0.3333333333
521570,2018,1,N,28,0,2,30,0.9333333333,0,0.0666666667
521580,2018,1,NA,0,0,0,0,-1,-1,-1
521590,2018,1,S,14,0,0,14,1,0,0
521600,2018,1,S,7,0,0,7,1,0,0
521630,2018,1,N,8,0,5,13,0.6153846154,0,0.3846153846
521640,2018,1,S,27,0,0,27,1,0,0
521645,2018,1,S,7,1,2,10,0.7,0.1,0.2
521680,2018,1,N,13,0,0,13,1,0,0
521690,2018,1,S,3,0,6,9,0.3333333333,0,0.6666666667
521710,2018,1,S,33,0,1,34,0.9705882353,0,0.0294117647
521720,2018,1,N,6,7,1,14,0.4285714286,0.5,0.0714285714
521730,2018,1,S,29,5,6,40,725,125,0.15
521740,2018,1,N,9,2,2,13,0.6923076923,0.1538461538,0.1538461538
521760,2018,1,S,27,5,4,36,0.75,0.1388888889,0.1111111111
521770,2018,1,S,27,3,0,30,0.9,0.1,0
521800,2018,1,S,40,0,1,41,0.9756097561,0,0.0243902439
521805,2018,1,S,5,1,0,6,0.8333333333,0.1666666667,0
521810,2018,1,S,10,0,1,11,0.9090909091,0,0.0909090909
521830,2018,1,S,20,8,1,29,0.6896551724,0.275862069,0.0344827586
521839,2018,1,S,9,0,1,10,0.9,0,0.1
521850,2018,1,S,47,1,0,48,0.9791666667,0.0208333333,0
521860,2018,1,N,8,0,0,8,1,0,0
521870,2018,1,N,5,0,0,5,1,0,0
521878,2018,1,S,7,0,0,7,1,0,0
521880,2018,1,S,156,0,1,157,0.9936305732,0,0.0063694268
521890,2018,1,S,24,1,0,25,0.96,0.04,0
521900,2018,1,S,7,0,0,7,1,0,0
521910,2018,1,S,6,1,2,9,0.6666666667,0.1111111111,0.2222222222
521920,2018,1,S,16,0,0,16,1,0,0
521925,2018,1,S,13,2,1,16,0.8125,125,0.0625
521930,2018,1,S,25,0,0,25,1,0,0
521935,2018,1,N,18,0,0,18,1,0,0
521940,2018,1,S,8,0,0,8,1,0,0
521945,2018,1,S,15,0,0,15,1,0,0
521950,2018,1,S,6,0,0,6,1,0,0
521960,2018,1,S,9,0,0,9,1,0,0
521970,2018,1,S,8,0,1,9,0.8888888889,0,0.1111111111
521971,2018,1,S,10,0,0,10,1,0,0
521973,2018,1,S,4,2,1,7,0.5714285714,0.2857142857,0.1428571429
521975,2018,1,N,30,10,11,51,0.5882352941,0.1960784314,0.2156862745
521980,2018,1,N,0,10,11,21,0,0.4761904762,0.5238095238
521990,2018,1,N,8,0,0,8,1,0,0
522000,2018,1,N,1,8,3,12,0.0833333333,0.6666666667,0.25
522005,2018,1,S,3,1,0,4,0.75,0.25,0
522010,2018,1,S,19,0,0,19,1,0,0
522015,2018,1,N,3,1,5,9,0.3333333333,0.1111111111,0.5555555556
522020,2018,1,N,37,1,0,38,0.9736842105,0.0263157895,0
522026,2018,1,S,17,0,2,19,0.8947368421,0,0.1052631579
522028,2018,1,S,8,0,0,8,1,0,0
522040,2018,1,N,12,1,1,14,0.8571428571,0.0714285714,0.0714285714
522045,2018,1,N,38,3,1,42,0.9047619048,0.0714285714,0.0238095238
522050,2018,1,N,0,5,5,10,0,0.5,0.5
522060,2018,1,S,12,18,6,36,0.3333333333,0.5,0.1666666667
522068,2018,1,S,0,0,5,5,0,0,1
522070,2018,1,S,3,1,2,6,0.5,0.1666666667,0.3333333333
522100,2018,1,S,4,0,0,4,1,0,0
522108,2018,1,N,1,4,0,5,0.2,0.8,0
522119,2018,1,S,3,1,2,6,0.5,0.1666666667,0.3333333333
522130,2018,1,N,5,0,3,8,625,0,375
522140,2018,1,S,11,0,0,11,1,0,0
522145,2018,1,N,10,0,1,11,0.9090909091,0,0.0909090909
522150,2018,1,S,11,5,1,17,0.6470588235,0.2941176471,0.0588235294
522155,2018,1,S,9,0,0,9,1,0,0
522157,2018,1,S,11,0,6,17,0.6470588235,0,0.3529411765
522160,2018,1,N,18,0,0,18,1,0,0
522170,2018,1,S,11,3,1,15,0.7333333333,0.2,0.0666666667
522180,2018,1,S,10,1,1,12,0.8333333333,0.0833333333,0.0833333333
522185,2018,1,S,25,7,6,38,0.6578947368,0.1842105263,0.1578947368
522190,2018,1,S,10,0,0,10,1,0,0
522200,2018,1,S,31,0,2,33,0.9393939394,0,0.0606060606
522205,2018,1,S,5,0,0,5,1,0,0
522220,2018,1,S,3,2,2,7,0.4285714286,0.2857142857,0.2857142857
522230,2018,1,S,18,3,2,23,0.7826086957,0.1304347826,0.0869565217
